UID,State,Title,Subtitle,Brief,Text,Response 1,Response 1 Blurb,Response 2,Response 2 Blurb,
BI00076,LA,Amendment No. 3,A Constitutional amendment to require legislation effecting any change to laws concerning retirement systems for public employees that is to be prefiled to be filed no later than forty-five days before the start of a regular legislative session and to require the completion of public noticerequirements regarding legislation effecting such a change no later than sixty days before introduction of the bil,"Act 872 (2012 Regular Session) amends Article III, Section 2(A)(2), Article X, Section 29(C) and Article XIII, Section 1(A). Present Constitution provides that any bill to be introduced in either house shall be prefiled no later than 5:00 p.m. of the tenth calendar day prior to the first day of a regular session; thereafter no member of the legislature may introduce more than five bills, except as provided in the joint rules of the legislature.  Proposed Constitutional Amendment provides that: (a) No member of the legislature may introduce more than five bills that were not prefiled, except as provided in the joint rules of the legislature; (b) Except for any bill effecting any change in laws relating to any retirement system for public employees, any bill that is to be prefiled for introduction in either house shall be prefiled no later than 5:00 p.m. of the tenth calendar day prior to the first day of a regular session; and (c) Any bill to effect any change in laws relating to any retirement system for public employees that is  to be  prefiled for introduction in either house shall be prefiled no later than 5:00 p.m. of the forty-fifth calendar day prior to the first day of a regular session. Present Constitution provides that no proposal to effect any change in existing laws or constitutional provisions relating to any retirement system for public employees shall be introduced in the legislature unless notice of intention to introduce the proposal has been published, without cost to the state, in the official  state  journal on two separate days with the last day of publication to be at least thirty days before introduction of the bill.Proposed Constitutional Amendment retains present constitution, except changes the last day of publication  in the official state journal  to be at least sixty days before introduction of the bill. Present Constitution provides that  an amendment to this constitution may be proposed by joint resolution at any regular session of the legislature and requires the resolution to be prefiled at least ten days before the beginning of the session in accordance with the rules of the house in which introduced.Proposed Constitutional  Amendment requires any joint resolution proposed at a regular session of the legislature which effects any change in constitutional provisions relating to any retirement system for public employees to be prefiled no later than 5:00 p.m. of the forty-fifth calendar day prior to the first day of the session.",http://legis.la.gov/billdata/streamdocument.asp?did=812573,Yes,"Approves an ammendment which provides that: (a) No member of the legislature may introduce more than five bills that were not prefiled, except as provided in the joint rules of the legislature; (b) Except for any bill effecting any change in laws relating to any retirement system for public employees, any bill that is to be prefiled for introduction in either house shall be prefiled no later than 5:00 p.m. of the tenth calendar day prior to the first day of a regular session; and (c) Any bill to effect any change in laws relating to any retirement system for public employees that is  to be  prefiled for introduction in either house shall be prefiled no later than 5:00 p.m. of the forty-fifth calendar day prior to the first day of a regular session. Present Constitution provides that no proposal to effect any change in existing laws or constitutional provisions relating to any retirement system for public employees shall be introduced in the legislature unless notice of intention to introduce the proposal has been published, without cost to the state, in the official  state  journal on two separate days with the last day of publication to be at least thirty days before introduction of the bill.Proposed Constitutional Amendment retains present constitution, except changes the last day of publication  in the official state journal  to be at least sixty days before introduction of the bill. Present Constitution provides that  an amendment to this constitution may be proposed by joint resolution at any regular session of the legislature and requires the resolution to be prefiled at least ten days before the beginning of the session in accordance with the rules of the house in which introduced.Proposed Constitutional  Amendment requires any joint resolution proposed at a regular session of the legislature which effects any change in constitutional provisions relating to any retirement system for public employees to be prefiled no later than 5:00 p.m. of the forty-fifth calendar day prior to the first day of the session.",No,"Rejects the proposed ammendment and maintains the current law which  provides that any bill to be introduced in either house shall be prefiled no later than 5:00 p.m. of the tenth calendar day prior to the first day of a regular session; thereafter no member of the legislature may introduce more than five bills, except as provided in the joint rules of the legislature",""
BI00077,LA,Amendment No. 4,"A Constitutional amendment to exempt from ad valorem taxation, in addition to the homestead exemption, the next seventy-five thousand dollars of value of property owned and occupied by the spouse of a deceased veteran with a service-connected disability rating of one hundred percent who passed away prior to the enactment of the exemption","Act 875 (2012 Regular Session) amends Article VII, Section 21(K)(1).Present Constitution provides an additional homestead exemption on property which is owned and occupied by a veteran with a service-connected disability rating of 100% by the U.S. Department of Veterans Affairs.  Further provides that the surviving spouse shall be eligible for this exemption if the exemption was in effect on the property prior to the death of the veteran and the surviving spouse remains the owner of the property.Proposed Constitutional Amendment provides that  the surviving spouse shall be eligible for this exemption if the surviving spouse occupies and remains the owner of the property, whether or not the exemption was in effect on the property prior to the death of the veteran.",http://legis.la.gov/billdata/streamdocument.asp?did=812576,Yes,"Approves an ammendment to  Article VII, Section 21(K)(1) which provides that  the surviving spouse shall be eligible for this exemption if the surviving spouse occupies and remains the owner of the property, whether or not the exemption was in effect on the property prior to the death of the veteran.",No,Rejects the proposed ammendment and maintains current law which provides an additional homestead exemption on property which is owned and occupied by a veteran with a service-connected disability rating of 100% by the U.S. Department of Veterans Affairs.  Further provides that the surviving spouse shall be eligible for this exemption if the exemption was in effect on the property prior to the death of the veteran and the surviving spouse remains the owner of the property.,""
BI00078,LA,Amendment No. 5,A Constitutional amendment to provide for the forfeiture of public retirement benefits by any public servant who is convicted of a felony associated with and committed during his public service,"Act 868 (2012 Regular Session) adds Article X, Section 29(G).Proposed Constitutional Amendment authorizes the legislature to provide for the forfeiture of all or part of the benefits from a public retirement system, plan, or fund in this state by any public servant who is convicted of a felony associated with and committed during his public service or employment.  Further provides that the legislature may provide for the application of all or part of  any  forfeited retirement benefits to the unfunded accrued liability of the system, plan or fund. Proposed Constitutional Amendment provides that the forfeiture of public retirement benefits shall apply  only  to persons employed, re-employed, or elected on or after January 1, 2013 and only to retirement benefits earned on or after January 1, 2013.",http://legis.la.gov/billdata/streamdocument.asp?did=812499,Yes,"Approves an amendment which adds Article X, Section 29(G) authorizing the legislature to provide for the forfeiture of all or part of the benefits from a public retirement system, plan, or fund in this state by any public servant who is convicted of a felony associated with and committed during his public service or employment.  Further provides that the legislature may provide for the application of all or part of  any  forfeited retirement benefits to the unfunded accrued liability of the system, plan or fund. Proposed Constitutional Amendment provides that the forfeiture of public retirement benefits shall apply  only  to persons employed, re-employed, or elected on or after January 1, 2013 and only to retirement benefits earned on or after January 1, 2013.",No,"Rejects addition of Article X, Section 29(G) to the constitution.",""
BI00079,LA,Amendment No. 6,A Constitutional amendment to authorize the granting of ad valorem tax exemption contracts by the city of New Iberia for property annexed by the city.,"Act 869 (2012 Regular Session) adds Article VII, Section 21(L).Proposed Constitutional Amendment authorizes the governing authority of New Iberia to enter into contracts to provide for the exemption from ad valorem taxes on property annexed by the city after January 1, 2013, which contracts are effective only if approved by a 2/3 vote of the members of the governing authority of the city.  Further provides that a  contract shall grant the property owner the exemption for up to  fivecalendar years and the contract may be renewed  for up to five additional years if the renewal is approved by a 2/3 vote of the members of the governing authority.Proposed Constitutional Amendment requires all property exempted pursuant to a contract to be listed on the assessment rolls and submitted to the Louisiana Tax Commission or its successor and that no taxes shall be collected during the period of the exemption; however, the exemption authorized shall in no way affect or impair the security of any bonds payable from the proceeds of the tax.  Authorizes the legislature to provide by law for implementation of these provisions.",http://legis.la.gov/billdata/streamdocument.asp?did=812500,Yes,"Approves addition of Article VII, Section 21(L) authorizing the governing authority of New Iberia to enter into contracts to provide for the exemption from ad valorem taxes on property annexed by the city after January 1, 2013, which contracts are effective only if approved by a 2/3 vote of the members of the governing authority of the city.  Further provides that a  contract shall grant the property owner the exemption for up to  fivecalendar years and the contract may be renewed  for up to five additional years if the renewal is approved by a 2/3 vote of the members of the governing authority. Also requires all property exempted pursuant to a contract to be listed on the assessment rolls and submitted to the Louisiana Tax Commission or its successor and that no taxes shall be collected during the period of the exemption; however, the exemption authorized shall in no way affect or impair the security of any bonds payable from the proceeds of the tax.  Authorizes the legislature to provide by law for implementation of these provisions.",No,"Rejects the addition of Article VII, Section 21(L)",""
BI00080,LA,Amendment No. 7,"A Constitutional amendment relative to the membership of constitutional boards and commissions that have members who are selected from congressional districts, to retain the existing number of members and to provide for implementation of membership from reapportioned congressionaldistricts by filling vacancies first from under-represented districts and then from the state at large","Act 870 (2012 Regular Session) amends Article VIII, Sections 5(B)(1), 6(B)(1), and 7(B)(1) and Article X, Sections 3(A) and 43(A) and adds Article VIII, Section 8(D).Present Constitution provides that the Board of Regents, Board of Supervisors for the University of Louisiana System, Board of Supervisors of Louisiana State University and Board of Supervisors of Southern University shall each be composed of two members from each congressional district, which prior to congressional reapportionment after the 2010 census consisted of seven congressional districts, and one member from the state at large appointed by the governor with the consent of the senate.Proposed Constitutional Amendment retains the same number of members for eachboard at fifteen members, of which two shall be  appointed  from each congressional district which after congressional reapportionment is now six congressional districts and the remaining member or members shall be appointed from the state at large.Present Constitution provides that the Board of Supervisors of Community and Technical Colleges shall be composed of fifteen members appointed by the governor and two members shall be appointed from each congressional district, which prior to congressional reapportionment after the 2010 census consisted of seven congressional districts, and the remaining member or members shall be appointed from the state at large.Proposed Constitutional Amendment provides with respect to the Board of Regents, Board of Supervisors for the University of Louisiana System, Board of Supervisors of Louisiana State University, Board of Supervisors of Southern University and Board of Supervisors of Community and Technical Colleges, beginning on January 3, 2013 and beginning  every ten years thereafter, on the day the members of congress from the newly reapportioned congressional districts take office, any vacancy  occurring  on the board from a congressional district from which there are two or more board members shall be filled by appointment of an individual from a congressional district from which there are less than two members.  Further provides that after the membership of the board includes two members from each congressional district, the next vacancy shall be filled by an appointment from the state at large.Present Constitution provides that the State Civil Service Commission and the State Police Commission shall each be composed of seven members with no more than one appointed member from each congressional district. Proposed Constitutional Amendment retains the same number of members for each commission at seven members, of which at least one appointed member shall be from each congressional district.",http://legis.la.gov/billdata/streamdocument.asp?did=812501,Yes,"Approves ammendments to Article VIII, Sections 5(B)(1), 6(B)(1), and 7(B)(1) and Article X, Sections 3(A) and 43(A) and adds Article VIII, Section 8(D), which provide with respect to the Board of Regents, Board of Supervisors for the University of Louisiana System, Board of Supervisors of Louisiana State University, Board of Supervisors of Southern University and Board of Supervisors of Community and Technical Colleges, beginning on January 3, 2013 and beginning  every ten years thereafter, on the day the members of congress from the newly reapportioned congressional districts take office, any vacancy  occurring  on the board from a congressional district from which there are two or more board members shall be filled by appointment of an individual from a congressional district from which there are less than two members.  Further provides that after the membership of the board includes two members from each congressional district, the next vacancy shall be filled by an appointment from the state at large. Also retains the same number of members for each Service Commission and the State Police Commission at seven members, of which at least one appointed member shall be from each congressional district.",No,"Rejects the ammendments and maintains current law which provides that the Board of Regents, Board of Supervisors for the University of Louisiana System, Board of Supervisors of Louisiana State University and Board of Supervisors of Southern University shall each be composed of two members from each congressional district, which prior to congressional reapportionment after the 2010 census consisted of seven congressional districts, and one member from the state at large appointed by the governor with the consent of the senate.Proposed Constitutional Amendment retains the same number of members for eachboard at fifteen members, of which two shall be  appointed  from each congressional district which after congressional reapportionment is now six congressional districts and the remaining member or members shall be appointed from the state at large.Present Constitution provides that the Board of Supervisors of Community and Technical Colleges shall be composed of fifteen members appointed by the governor and two members shall be appointed from each congressional district, which prior to congressional reapportionment after the 2010 census consisted of seven congressional districts, and the remaining member or members shall be appointed from the state at large. Also maintains that the State Civil Service Commission and the State Police Commission shall each be composed of seven members with no more than one appointed member from each congressional district. ",""
BI00081,LA,Amendment No. 8,A Constitutional amendment to authorize the granting of ad valorem tax exemption contracts by the Board of Commerce and Industry for businesses located in parishes which have chosen to participate in a program established for the granting of such contracts,"Act 871 (2012 Regular Session) adds Article VII, Section 21(L).Proposed Constitutional Amendment authorizes the Board of Commerce and Industry to enter into a contract granting an exemption from ad valorem property taxesfor property owned or leased by, and used by, a targeted non-manufacturing business in the operation of its facility.  Further provides that the exemption is available only to a business which has at least 50% of its total annual sales from its Louisiana site or sites to out-of-state customers or buyers, or to in-state customers or buyers for resale to an out-of-state customer or buyer for ultimate use, or to the federal government or any combination thereof.Proposed Constitutional Amendment provides that the first $10,000,000 or 10% of fair market value, whichever is greater, of the facility property, the land underlying the facility and other property  pertaining to the facility  on which ad valorem taxes have previously been paid, inventories,  consumables and property eligible for the manufacturing exemption shall not be exempt.  Further provides that the contracts shall only be available in parishes which have agreed to participate in the program, in the manner provided by the legislature by law.",http://legis.la.gov/billdata/streamdocument.asp?did=812502,Yes,"Approves adding adds Article VII, Section 21(L), which authorizes the Board of Commerce and Industry to enter into a contract granting an exemption from ad valorem property taxesfor property owned or leased by, and used by, a targeted non-manufacturing business in the operation of its facility.  Further provides that the exemption is available only to a business which has at least 50% of its total annual sales from its Louisiana site or sites to out-of-state customers or buyers, or to in-state customers or buyers for resale to an out-of-state customer or buyer for ultimate use, or to the federal government or any combination thereof. Also provides that the first $10,000,000 or 10% of fair market value, whichever is greater, of the facility property, the land underlying the facility and other property  pertaining to the facility  on which ad valorem taxes have previously been paid, inventories,  consumables and property eligible for the manufacturing exemption shall not be exempt.  Further provides that the contracts shall only be available in parishes which have agreed to participate in the program, in the manner provided by the legislature by law.",No,"Rejects adding adds Article VII, Section 21(L)",""
BI00082,LA,Amendment No. 9,"A Constitutional amendment to provide that no law relative to the creation of a special district, the primary purpose of which includes aiding in crime prevention and security by providing for an increased presence of law enforcement personnel in the district or otherwise promoting andencouraging security in the district, shall be enacted unless three separate notices of the proposed law are published at least thirty days prior to introduction of the bill, which notice shall set forth the substance of the proposed law and whether the governing authority of the special district would be authorized to impose and collect a parcel fee within the district, whether the parcel fee will be imposed or may be increased without an election, and the maximum amount of such fee","Act 876 (2012 Regular Session) amends Article III, Section 13.Present Constitution provides that no local or special law shall be enacted unless notice of the intent to introduce a bill to enact such a law has been published on  twoseparate days, without cost to the state, in the official journal of the locality where the matter to be affected is situated.  Further provides that the last day of publication shall be thirty days prior to introduction of the bill, requires the notice to state the substance of the contemplated law, and requires every bill to recite that the notice has been given. ",http://legis.la.gov/billdata/streamdocument.asp?did=812577,Yes,"Approves and ammendment to Article III, Section 13 to provide that no law relative to the creation of a special district, the primary purpose of which includes aiding in crime prevention and security by providing for an increased presence of law enforcement personnel in the district or otherwise promoting andencouraging security in the district, shall be enacted unless three separate notices of the proposed law are published at least thirty days prior to introduction of the bill, which notice shall set forth the substance of the proposed law and whether the governing authority of the special district would be authorized to impose and collect a parcel fee within the district, whether the parcel fee will be imposed or may be increased without an election, and the maximum amount of such fee",No,"Rejects the proposed ammendment and maintains current law which provides that no local or special law shall be enacted unless notice of the intent to introduce a bill to enact such a law has been published on  twoseparate days, without cost to the state, in the official journal of the locality where the matter to be affected is situated",""
BI00083,MD,Question 1,A Constitutional Ammendment on the Qualifications for Prince George's County Orphans' Court Judges,Requires judges of the Orphanse Court for Prince Georgees County to be admitted to practice law in this State and to be a member in good standing of the Maryland Bar.,http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,Approving the ammendment would requires judges of the Orphans' Court for Prince Georgees County to be admitted to practice law in this State and to be a member in good standing of the Maryland Bar.,Against,Maintains current constitutional language,""
BI00084,MD,Question 2,A Constitutional Ammendment on the Qualifications for Baltimore County Orphans' Court Judges,Requires judges of the Orphans' Court for Baltimore County to be admitted to practice law in this State and to be a member in good standing of the Maryland Bar.,http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,Approving the ammendment would requires judges of the Orphans' Court for Baltimore County to be admitted to practice law in this State and to be a member in good standing of the Maryland Bar.,Against,Maintains current constitutional language,""
BI00085,MD,Question 3,Suspension and Removal of Elected Officials,"Changes the point at which an elected official charged with certain crimes is automatically suspended or removed from office. Under existing law, an elected official who is convicted or pleads no contest is suspended and is removed only when the conviction becomes final. Under the amended law, an elected official is suspended when found guilty and is removed when the conviction becomes final or when the elected official pleads guilty or no contest.",http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,Amends the Constitution to remove elected officials from office if they have plead guilty or no contest to (1) a felony or (2) a misdemeanor related to the elected official's public duties.,Against,Maintains current constitutional language,""
BI00086,MD,Question 4,Public Institutions of Higher Education Tuition Rates,"Establishes that individuals, including undocumented immigrants, are eligible to pay in-state tuition rates at community colleges in Maryland, provided the student meets certain conditions relating to attendance and graduation from a Maryland high school, filing of income taxes, intent to apply for permanent residency, and registration with the selective service system (if required); makes such students eligible to pay in-state tuition rates at a four-year public college or university if the student has first completed 60 credit hours or graduated from a community college in Maryland; provides that students qualifying for in-state tuition rates by this method will not be counted as in-state students for purposes of counting undergraduate enrollment; and extends the time in which honorably discharged veterans may qualify for in-state tuition rates.",http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,"Allows undocumented immigrants who meet certain residency standards to pay in-state tuition at community colleges, colleges, and universities in Maryland",Against,Maintains current law,""
BI00087,MD,Question 5,Congressional Districting Plan,"Establishes the boundaries for the Statees eight United States Congressional Districts based on recent census figures, as required by the United States Constitution.",http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,Implements the proposed Congressional districts,Against,Does not implement the proposed Congressional districts,""
BI00088,MD,Question 6,Civil Marriage Protection Act,"Establishes that Marylandes civil marriage laws allow gay and lesbian couples to obtain a civil marriage license, provided they are not otherwise prohibited from marrying; protects clergy from having to perform any particular marriage ceremony in violation of their religious beliefs; affirms that each religious faith has exclusive control over its own theological doctrine regarding who may marry within that faith; and provides that religious organizations and certain related entities are not required to provide goods, services, or benefits to an individual related to the celebration or promotion of marriage in violation of their religious beliefs.",http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,Allows same-sex marriage,Against,Prohibits same-sex marriage,""
BI00089,MD,Question 7,Gaming Expansion,"Do you favor the expansion of commercial gaming in the State of Maryland for the primary purpose of raising revenue for education to authorize video lottery operation licensees to operate ?table games? as defined by law; to increase from 15,000 to 16,500 the maximum number of video lottery terminals that may be operated in the State; and to increase from 5 to 6 the maximum number of video lottery operation licenses that may be awarded in the State and allow a video lottery facility to operate in Prince Georgees County?",http://www.elections.state.md.us/elections/2012/ballot_questions.html,For,For the Additional Forms and Expansion of Commercial Gaming,Against,Against the Additional Forms and Expansion of Commercial Gaming,""
BI00090,MA,Question 1,Availability of Motor Vehicle Repair Information,"Do you approve of a law summarized below, on which no vote was taken by the Senate or the House of Representatives on or before May 1, 2012?  SUMMARY This proposed law would prohibit any motor vehicle manufacturer, starting with model year 2015, from selling or leasing, either directly or through a dealer, a new motor vehicle without allowing the owner to have access to the same diagnostic and repair information made available to the manufacturer's dealers and in-state authorized repair facilities.  The manufacturer would have to allow the owner, or the owner's designated in-state independent repair facility (one not affiliated with a manufacturer or its authorized dealers), to obtain diagnostic and repair information electronically, on an hourly, daily, monthly, or yearly subscription basis, for no more than fair market value and on terms that do not unfairly favor dealers and authorized repair facilities.  The manufacturer would have to provide access to the information through a non-proprietary vehicle interface, using a standard applied in federal emissions-control regulations. Such information would have to include the same content, and be in the same form and accessible in the same manner, as is provided to the manufacturer's dealers and authorized repair facilities.  For vehicles manufactured from 2002 through model year 2014, the proposed law would require a manufacturer of motor vehicles sold in Massachusetts to make available for purchase, by vehicle owners and in-state independent repair facilities, the same diagnostic and repair information that the manufacturer makes available through an electronic system to its dealers and in-state authorized repair facilities. Manufacturers would have to make such information available in the same form and manner, and to the same extent, as they do for dealers and authorized repair facilities. The information would be available for purchase on an hourly, daily, monthly, or yearly subscription basis, for no more than fair market value and on terms that do not unfairly favor dealers and authorized repair facilities.  For vehicles manufactured from 2002 through model year 2014, the proposed law would also require manufacturers to make available for purchase, by vehicle owners and in-state independent repair facilities, all diagnostic repair tools, incorporating the same diagnostic, repair and wireless capabilities as those available to dealers and authorized repair facilities. Such tools would have to be made available for no more than fair market value and on terms that do not unfairly favor dealers and authorized repair facilities.  For all years covered by the proposed law, the required diagnostic and repair information would not include the information necessary to reset a vehicle immobilizer, an anti-theft device that prevents a vehicle from being started unless the correct key code is present. Such information would have to be made available to dealers, repair facilities, and owners through a separate, secure data release system.  The proposed law would not require a manufacturer to reveal a trade secret and would not interfere with any agreement made by a manufacturer, dealer, or authorized repair facility that is in force on the effective date of the proposed law. Starting January 1, 2013, the proposed law would prohibit any agreement that waives or limits a manufacturer's compliance with the proposed law.  Any violation of the proposed law would be treated as a violation of existing state consumer protection and unfair trade-practices laws.  A YES VOTE would enact the proposed law requiring motor vehicle manufacturers to allow vehicle owners and independent repair facilities in Massachusetts to have access to the same vehicle diagnostic and repair information made available to the manufacturers' Massachusetts dealers and authorized repair facilities.  A NO VOTE would make no change in existing laws.",http://www.sec.state.ma.us/ele/ele12/ballot_questions_12/pip12idx.htm,Yes,A YES VOTE would enact the proposed law requiring motor vehicle manufacturers to allow vehicle owners and independent repair facilities in Massachusetts to have access to the same vehicle diagnostic and repair information made available to the manufacturersI Massachusetts dealers and authorized repair facilities.,No,A NO VOTE would make no change in existing laws.,""
BI00091,MA,Question 2,Prescribing Medication to End Life,"Do you approve of a law summarized below, on which no vote was taken by the Senate or the House of Representatives on or before May 1, 2012?  SUMMARY This proposed law would allow a physician licensed in Massachusetts to prescribe medication, at a terminally ill patient's request, to end that patient's life. To qualify, a patient would have to be an adult resident who (1) is medically determined to be mentally capable of making and communicating health care decisions; (2) has been diagnosed by attending and consulting physicians as having an incurable, irreversible disease that will, within reasonable medical judgment, cause death within six months; and (3) voluntarily expresses a wish to die and has made an informed decision. The proposed law states that the patient would ingest the medicine in order to cause death in a humane and dignified manner.  The proposed law would require the patient, directly or through a person familiar with the patient's manner of communicating, to orally communicate to a physician on two occasions, 15 days apart, the patient's request for the medication. At the time of the second request, the physician would have to offer the patient an opportunity to rescind the request. The patient would also have to sign a standard form, in the presence of two witnesses, one of whom is not a relative, a beneficiary of the patient's estate, or an owner, operator, or employee of a health care facility where the patient receives treatment or lives.  The proposed law would require the attending physician to: (1) determine if the patient is qualified; (2) inform the patient of his or her medical diagnosis and prognosis, the potential risks and probable result of ingesting the medication, and the feasible alternatives, including comfort care, hospice care and pain control; (3) refer the patient to a consulting physician for a diagnosis and prognosis regarding the patient's disease, and confirmation in writing that the patient is capable, acting voluntarily, and making an informed decision; (4) refer the patient for psychiatric or psychological consultation if the physician believes the patient may have a disorder causing impaired judgment; (5) recommend that the patient notify next of kin of the patient's intention; (6) recommend that the patient have another person present when the patient ingests the medicine and to not take it in a public place; (7) inform the patient that he or she may rescind the request at any time; (8) write the prescription when the requirements of the law are met, including verifying that the patient is making an informed decision; and (9) arrange for the medicine to be dispensed directly to the patient, or the patient's agent, but not by mail or courier.  The proposed law would make it punishable by imprisonment and/or fines, for anyone to (1) coerce a patient to request medication, (2) forge a request, or (3) conceal a rescission of a request. The proposed law would not authorize ending a patient's life by lethal injection, active euthanasia, or mercy killing. The death certificate would list the underlying terminal disease as the cause of death.  Participation under the proposed law would be voluntary. An unwilling health care provider could prohibit or sanction another health care provider for participating while on the premises of, or while acting as an employee of or contractor for, the unwilling provider.  The proposed law states that no person would be civilly or criminally liable or subject to professional discipline for actions that comply with the law, including actions taken in good faith that substantially comply. It also states that it should not be interpreted to lower the applicable standard of care for any health care provider.  A person's decision to make or rescind a request could not be restricted by will or contract made on or after January 1, 2013, and could not be considered in issuing, or setting the rates for, insurance policies or annuities. Also, the proposed law would require the attending physician to report each case in which life-ending medication is dispensed to the state Department of Public Health. The Department would provide public access to statistical data compiled from the reports.  The proposed law states that if any of its parts was held invalid, the other parts would stay in effect.  A YES VOTE would enact the proposed law allowing a physician licensed in Massachusetts to prescribe medication, at the request of a terminally-ill patient meeting certain conditions, to end that person's life.  A NO VOTE would make no change in existing laws.",http://www.sec.state.ma.us/ele/ele12/ballot_questions_12/pip12idx.htm,Yes,"A YES VOTE would enact the proposed law allowing a physician licensed in Massachusetts to prescribe medication, at the request of a terminally-ill patient meeting certain conditions, to end that personIs life.",No,A NO VOTE would make no change in existing laws.,""
BI00092,MA,Question 3,Medical Use of Marijuana,"Do you approve of a law summarized below, on which no vote was taken by the Senate or the House of Representatives on or before May 1, 2012?  SUMMARY This proposed law would eliminate state criminal and civil penalties for the medical use of marijuana by qualifying patients. To qualify, a patient must have been diagnosed with a debilitating medical condition, such as cancer, glaucoma, HIV-positive status or AIDS, hepatitis C, Crohn's disease, Parkinson's disease, ALS, or multiple sclerosis. The patient would also have to obtain a written certification, from a physician with whom the patient has a bona fide physician-patient relationship, that the patient has a specific debilitating medical condition and would likely obtain a net benefit from medical use of marijuana.  The proposed law would allow patients to possess up to a 60-day supply of marijuana for their personal medical use. The state Department of Public Health (DPH) would decide what amount would be a 60-day supply. A patient could designate a personal caregiver, at least 21 years old, who could assist with the patient's medical use of marijuana but would be prohibited from consuming that marijuana. Patients and caregivers would have to register with DPH by submitting the physician's certification.  The proposed law would allow for non-profit medical marijuana treatment centers to grow, process and provide marijuana to patients or their caregivers. A treatment center would have to apply for a DPH registration by (1) paying a fee to offset DPH's administrative costs; (2) identifying its location and one additional location, if any, where marijuana would be grown; and (3) submitting operating procedures, consistent with rules to be issued by DPH, including cultivation and storage of marijuana only in enclosed, locked facilities.  A treatment center's personnel would have to register with DPH before working or volunteering at the center, be at least 21 years old, and have no felony drug convictions. In 2013, there could be no more than 35 treatment centers, with at least one but not more than five centers in each county. In later years, DPH could modify the number of centers.  The proposed law would require DPH to issue a cultivation registration to a qualifying patient whose access to a treatment center is limited by financial hardship, physical inability to access reasonable transportation, or distance. This would allow the patient or caregiver to grow only enough plants, in a closed, locked facility, for a 60-day supply of marijuana for the patient's own use.  DPH could revoke any registration for a willful violation of the proposed law. Fraudulent use of a DPH registration could be punished by up to six months in a house of correction or a fine of up to $500, and fraudulent use of a registration for the sale, distribution, or trafficking of marijuana for non-medical use for profit could be punished by up to five years in state prison or by two and one-half years in a house of correction.  The proposed law would (1) not give immunity under federal law or obstruct federal enforcement of federal law; (2) not supersede Massachusetts laws prohibiting possession, cultivation, or sale of marijuana for nonmedical purposes; (3) not allow the operation of a motor vehicle, boat, or aircraft while under the influence of marijuana; (4) not require any health insurer or government entity to reimburse for the costs of the medical use of marijuana; (5) not require any health care professional to authorize the medical use of marijuana; (6) not require any accommodation of the medical use of marijuana in any workplace, school bus or grounds, youth center, or correctional facility; and (7) not require any accommodation of smoking marijuana in any public place.  The proposed law would take effect January 1, 2013, and states that if any of its part were declared invalid, the other parts would stay in effect.  A YES VOTE would enact the proposed law eliminating state criminal and civil penalties related to the medical use of marijuana allowing patients meeting certain conditions to obtain marijuana produced and distributed by new state-regulated centers or, in specific hardship cases, to grow marijuana for their own use.  A NO VOTE would make no change in existing laws.",http://www.sec.state.ma.us/ele/ele12/ballot_questions_12/pip12idx.htm,Yes,"A YES Vote would enact the proposed law eliminating state criminal and civil penalties related to the medical use of marijuana, allowing patients meeting certain conditions to obtain marijuana produced and distributed by new state-regulated centers or, in specific hardship cases, to grow marijuana for their own use.",No,A NO VOTE would make no change in existing laws.,""
BI00093,MN,Photo Identification Required for Voting,"Constitutional amendment to require all voters to present valid photo identification to vote and to require the state to provide free identification to eligible voters, effective July 1, 2013","Shall the Minnesota Constitution be amended to require all voters to present valid  photo identification to vote and to require the state to provide free identification to eligible voters, effective July 1, 2013?",https://www.revisor.mn.gov/laws/?id=167&doctype=Chapter&type=0&year=2012,Yes,Amends the Constitution to require all voters to show valid photo ID to vote.,No,Maintains current constitutional language,""
BI00094,MN,Recognition of Marriage Solely Between Man & Woman,Constitutional ammendment to provide that only a union of one man and one woman shall be valid or recognized as a marriage in Minnesota,Shall the Minnesota Constitution be amended to provide that only a union of one man and one woman shall be valid or recognized as a marriage in Minnesota?,https://www.revisor.mn.gov/laws/?id=88&doctype=Chapter&year=2011&type=0,Yes,Prohibits same-sex marriages in Minnesota,No,Maintains current constitutional language,""
BI00095,MO,Constitutional Amendment 3,"A Constitutional ammendment to change the current nonpartisan selection of supreme court and court of appeals judges to a process that gives the governor increased authority to appoint a majority of the commission that selects these court nominees, and appoint all lawyers to the commission by removing the requirement that the governor's appointees be nonlawyers","A ?yes? vote will amend the Missouri Constitution to change the current nonpartisan selection of supreme court and court of appeals judges to a process that gives the governor increased authority to appoint a majority of the commission that selects these court nominees. This measure also allows the governor to appoint all lawyers to the commission by removing the requirement that the governor's appointees be nonlawyers.  A ?no? vote will not change the current constitutional provisions for the nonpartisan selection of supreme court and court of appeals judges.  If passed, this measure will have no impact on taxes.",http://www.senate.mo.gov/12info/pdf-bill/tat/SJR51.pdf,Yes,Amends the Constitution to allow the Governor to appoint 4 of the 7 members to the commission responsible for choosing members of the supreme court and court of appeals.,No,Maintains the current constitutional language.,""
